,symbol1,symbol2
1079,EGFR,TUBG1
1080,EGFR,PTGES3
1081,EGFR,ATXN2
1082,EGFR,MCM6
1083,EGFR,PTK2
1084,EGFR,DCN
1085,EGFR,PRKAA1
1086,EGFR,STIL
1087,EGFR,SOS1
1088,EGFR,TMEM267
1089,EGFR,TRIM23
1090,EGFR,ADAR
1091,EGFR,TECR
1092,EGFR,GRB7
1093,EGFR,PRKCZ
1094,EGFR,HTR3A
1095,EGFR,UBA52
1096,EGFR,PAG1
1097,EGFR,FES
1098,EGFR,DHCR24
1099,EGFR,AP2S1
1100,EGFR,CSNK1A1
1101,EGFR,DIP2A
1102,EGFR,HMGB2
1103,EGFR,EPN1
1104,EGFR,ANKS1A
1105,EGFR,PPP2R3A
1106,EGFR,ZNF516
1107,EGFR,PFKFB3
1108,EGFR,CMTM8
1109,EGFR,PLS3
1110,EGFR,ARL1
1111,EGFR,SCYL1
1112,EGFR,RANBP1
1113,EGFR,BAIAP2
1114,EGFR,RNF115
1115,EGFR,OTUD7B
1116,EGFR,ICAM1
1117,EGFR,MLXIPL
1118,EGFR,BPTF
1119,EGFR,MAPKAPK3
1120,EGFR,PTEN
1121,EGFR,RAB18
1122,EGFR,AKTIP
1123,EGFR,IQGAP3
1124,EGFR,DBR1
1125,EGFR,TNPO3
1126,EGFR,PNPLA2
1127,EGFR,ZC3HAV1
1128,EGFR,DCBLD2
1129,EGFR,CNOT9
1130,EGFR,GEMIN6
1131,EGFR,HDAC7
1132,EGFR,AKT2
1133,EGFR,PIN4
1134,EGFR,SSR4
1135,EGFR,VAV2
1136,EGFR,HIST1H2BC;HIST1H2BE;HIST1H2BF;HIST1H2BG;HIST1H2BI
1137,EGFR,ALCAM
1138,EGFR,ACTB
1139,EGFR,LONP1
1140,EGFR,YTHDF1
1141,EGFR,THEM6
1142,EGFR,EEA1
1143,EGFR,SRI
1144,EGFR,CRK
1145,EGFR,PEX19
1146,EGFR,CLU
1147,EGFR,FAM98A
1148,EGFR,NPM1
1149,EGFR,TJP1
1150,EGFR,STUB1
1151,EGFR,NSUN5
1152,EGFR,NCK1
1153,EGFR,BCAR1
1154,EGFR,FAF2
1155,EGFR,LARP4
1156,EGFR,NOSIP
1157,EGFR,SDF2L1
1158,EGFR,PTPRR
1159,EGFR,FBXO6
1160,EGFR,CKAP4
1161,EGFR,YES1
1162,EGFR,AP1S2
1163,EGFR,OAZ1
1164,EGFR,TUBB4B
1165,EGFR,WIPI2
1166,EGFR,PLEC
1167,EGFR,DOK5
1168,EGFR,SOCS4
1169,EGFR,CAV1
1170,EGFR,APBB2
1171,EGFR,KEAP1
1172,EGFR,MPV17
1173,EGFR,EIF2AK2
1174,EGFR,HEATR3
1175,EGFR,PKP2
1176,EGFR,KRT2
1177,EGFR,COL1A1
1178,EGFR,EFNB1
1179,EGFR,ACP1
1180,EGFR,MAP2K4
1181,EGFR,HADHB
1182,EGFR,KIF1A
1183,EGFR,PTPN20
1184,EGFR,HTT
1185,EGFR,CEBPB
1186,EGFR,SOS2
1187,EGFR,DOK6
1188,EGFR,ARFGEF3
1189,EGFR,SH3BGRL3
1190,EGFR,MRPL10
1191,EGFR,AP2B1
1192,EGFR,KBTBD7
1193,EGFR,GPM6B
1194,EGFR,SH2D3A
1195,EGFR,SDF2
1196,EGFR,EXOC7
1197,EGFR,MAPK8IP2
1198,EGFR,MIF
1199,EGFR,TSG101
1200,EGFR,NUCKS1
1201,EGFR,FKBP5
1202,EGFR,SH3GL3
1203,EGFR,DHRS7B
1204,EGFR,TFRC
1205,EGFR,TBL3
1206,EGFR,VARS
1207,EGFR,STIP1
1208,EGFR,HSPB1
1209,EGFR,NCAM1
1210,EGFR,FN1
1211,EGFR,CANX
1212,EGFR,CEACAM1
1213,EGFR,ECM29
1214,EGFR,ARPC1A
1215,EGFR,SMG1
1216,EGFR,GRK2
1217,EGFR,ARRB2
1218,EGFR,ZNF510
1219,EGFR,FAR1
1220,EGFR,PRKCB
1221,EGFR,MAPK8
1222,EGFR,DSG2
1223,EGFR,PTGDS
1224,EGFR,GOT1
1225,EGFR,MFAP1
1226,EGFR,ITPA
1227,EGFR,CYLC2
1228,EGFR,ROR1
1229,EGFR,TMEM97
1230,EGFR,HSPD1
1231,EGFR,XRN2
1232,EGFR,ACTR3
1233,EGFR,DNAJB11
1234,EGFR,ACTA2
1235,EGFR,CALR
1236,EGFR,HDAC6
1237,EGFR,SH2B1
1238,EGFR,ERCC1
1239,EGFR,EWSR1
1240,EGFR,RPL22
1241,EGFR,NTPCR
1242,EGFR,PTPN18
1243,EGFR,RAB7A
1244,EGFR,SLA
1245,EGFR,PTPN12
1246,EGFR,GSN
1247,EGFR,RAP1GDS1
1248,EGFR,AOPEP
1249,EGFR,FOS
1250,EGFR,RNF125
1251,EGFR,PRKAR1B
1252,EGFR,LRPPRC
1253,EGFR,ABCF2
1254,EGFR,TUBGCP2
1255,EGFR,GRB10
1256,EGFR,SRPRB
1257,EGFR,NT5C2
1258,EGFR,PID1
1259,EGFR,ITIH2
1260,EGFR,CCDC50
1261,EGFR,PTPN11
1262,EGFR,TBK1
1263,EGFR,RIOK2
1264,EGFR,ILKAP
1265,EGFR,TUFM
1266,EGFR,NEDD4
1267,EGFR,ARFGEF1
1268,EGFR,GNAI2
1269,EGFR,RPS4X
1270,EGFR,IKBKG
1271,EGFR,PRR14
1272,EGFR,GRB2
1273,EGFR,RAPH1
1274,EGFR,AGTPBP1
1275,EGFR,SHC2
1276,EGFR,NF2
1277,EGFR,PDP1
1278,EGFR,CHMP4A
1279,EGFR,LTK
1280,EGFR,S100A11
1281,EGFR,RFC4
1282,EGFR,MAP4
1283,EGFR,TPM4
1284,EGFR,DNAJC4
1285,EGFR,HCFC1
1286,EGFR,VIM
1287,EGFR,MAPK14
1288,EGFR,HECW2
1289,EGFR,CUL4B
1290,EGFR,CLCN5
1291,EGFR,FGR
1292,EGFR,SUB1
1293,EGFR,PTPRF
1294,EGFR,ANTXR1
1295,EGFR,NSUN2
1296,EGFR,ATP5F1
1297,EGFR,ARHGAP29
1298,EGFR,PANK4
1299,EGFR,CBLB
1300,EGFR,RAB11A
1301,EGFR,IQGAP1
1302,EGFR,WDR6
1303,EGFR,ANKRD13B
1304,EGFR,VPS13A
1305,EGFR,FBXO25
1306,EGFR,RPL14
1307,EGFR,ANKRD13A
1308,EGFR,YWHAZ
1309,EGFR,RUSC2
1310,EGFR,SSH1
1311,EGFR,PTPN2
1312,EGFR,KRT9
1313,EGFR,NDUFA9
1314,EGFR,EXOC6B
1315,EGFR,SFPQ
1316,EGFR,C2orf49
1317,EGFR,STAT5B
1318,EGFR,TPI1
1319,EGFR,YWHAQ
1320,EGFR,AKAP17A
1321,EGFR,PDE1C
1322,EGFR,SMURF2
1323,EGFR,OSMR
1324,EGFR,MCM7
1325,EGFR,RPS15
1326,EGFR,MAPK9
1327,EGFR,PIM1
1328,EGFR,SLC45A4
1329,EGFR,PRICKLE1
1330,EGFR,TRMT1L
1331,EGFR,VPS33B
1332,EGFR,PTPRS
1333,EGFR,KPNB1
1334,EGFR,PPM1A
1335,EGFR,DDX5
1336,EGFR,YBX1
1337,EGFR,OS9
1338,EGFR,HNRNPA2B1
1339,EGFR,FDPS
1340,EGFR,CLTCL1
1341,EGFR,SNX9
1342,EGFR,COG1
1343,EGFR,TLN1
1344,EGFR,EPHA2
1345,EGFR,STRAP
1346,EGFR,KCTD9
1347,EGFR,G3BP1
1348,EGFR,COG7
1349,EGFR,FAM126B
1350,EGFR,ING4
1351,EGFR,TNC
1352,EGFR,ABL2
1353,EGFR,ERBB3
1354,EGFR,TMCO3
1355,EGFR,PTPRK
1356,EGFR,EPS15
1357,EGFR,IGFBP2
1358,EGFR,FBLN7
1359,EGFR,UBR4
1360,EGFR,CLNS1A
1361,EGFR,SUSD1
1362,EGFR,CDK1
1363,EGFR,BIRC2
1364,EGFR,LYN
1365,EGFR,NUP153
1366,EGFR,PITPNA
1367,EGFR,STAT1
1368,EGFR,HNRNPH1
1369,EGFR,CAP2
1370,EGFR,FAH
1371,EGFR,PELO
1372,EGFR,SELENOP
1373,EGFR,MAP2K2
1374,EGFR,DIS3
1375,EGFR,ROBO4
1376,EGFR,XPO7
1377,EGFR,NABP2
1378,EGFR,EPHB4
1379,EGFR,JAK1
1380,EGFR,IRAK1
1381,EGFR,AP3S1
1382,EGFR,ITCH
1383,EGFR,HEXDC
1384,EGFR,SNAP25
1385,EGFR,PML
1386,EGFR,TARS
1387,EGFR,SH2D2A
1388,EGFR,PTPRJ
1389,EGFR,TOR4A
1390,EGFR,ERCC2
1391,EGFR,PRAG1
1392,EGFR,PIK3CB
1393,EGFR,DOPEY2
1394,EGFR,GAB2
1395,EGFR,EIF2B4
1396,EGFR,CBR1
1397,EGFR,CDH2
1398,EGFR,NCL
1399,EGFR,SHC4
1400,EGFR,IGFBP3
1401,EGFR,MTG1
1402,EGFR,RBM10
1403,EGFR,ZNF573
1404,EGFR,EIF2B3
1405,EGFR,TUBB3
1406,EGFR,ARMC6
1407,EGFR,PLEKHA7
1408,EGFR,GABARAPL2
1409,EGFR,STAM
1410,EGFR,TRMT10C
1411,EGFR,HERC1
1412,EGFR,NQO2
1413,EGFR,CAMLG
1414,EGFR,ABCD3
1415,EGFR,MTOR
1416,EGFR,STT3A
1417,EGFR,OSBP
1418,EGFR,GBF1
1419,EGFR,SLFN11
1420,EGFR,STOM
1421,EGFR,ATAD1
1422,EGFR,TCIRG1
1423,EGFR,GPS1
1424,EGFR,PPP5C
1425,EGFR,DOK1
1426,EGFR,MAP3K3
1427,EGFR,C1QBP
1428,EGFR,CNBP
1429,EGFR,CDC37
1430,EGFR,CTNNA1
1431,EGFR,RIN2
1432,EGFR,TBRG4
1433,EGFR,HDGF
1434,EGFR,PSMA3
1435,EGFR,CHCHD3
1436,EGFR,DUSP3
1437,EGFR,SEL1L
1438,EGFR,NR3C1
1439,EGFR,PRDX1
1440,EGFR,KRT18
1441,EGFR,TUBB2A
1442,EGFR,MRM3
1443,EGFR,FABP5
1444,EGFR,SRSF11
1445,EGFR,ASNS
1446,EGFR,PLD3
1447,EGFR,LGALS1
1448,EGFR,EIF3M
1449,EGFR,SRPRA
1450,EGFR,SRC
1451,EGFR,CSNK2A1
1452,EGFR,TMEM159
1453,EGFR,PARP1
1454,EGFR,SMC1A
1455,EGFR,RLIM
1456,EGFR,PDK1
1457,EGFR,RPS27
1458,EGFR,ACOT9
1459,EGFR,TTI2
1460,EGFR,HUWE1
1461,EGFR,CTNNB1
1462,EGFR,RSRC2
1463,EGFR,EHD1
1464,EGFR,NBEAL2
1465,EGFR,NUMB
1466,EGFR,RNF213
1467,EGFR,NT5DC2
1468,EGFR,ITGB1
1469,EGFR,SLC13A5
1470,EGFR,MAGED2
1471,EGFR,IDH3G
1472,EGFR,TUBA1A
1473,EGFR,RUVBL2
1474,EGFR,BMX
1475,EGFR,PDGFRA
1476,EGFR,RPL38
1477,EGFR,PSMD2
1478,NPPA,UBQLN4
1479,NPPA,SMYD2
1480,NPPA,METAP1
1481,NPPA,S100A9
1482,NPPA,JUP
1483,NPPA,NPR1
1484,NPPA,NDUFAF5
1485,NPPA,NDUFAF7
1486,NPPA,PMVK
1487,NPPA,SERPINB3
1488,NPPA,ME1
1489,NPPA,EPB41
1490,NPPA,POF1B
1491,NPPA,UBQLN1
1492,NPPA,ARG1
1493,NPPA,CPA4
1494,NPPA,NPR3
1495,NPPA,GDPD3
1496,NPPA,NPR2
1497,NPPA,IVL
1498,NPPA,LCN2
1499,NPPA,ESR1
1500,NPPA,OBSCN
1501,NPPA,ACADVL
1502,NPPA,ECM1
1503,NPPA,PMPCA
1504,NPPA,HNF4A
1505,NPPA,PM20D1
1506,CRYAB,FCGR2A
1507,CRYAB,LENG8
1508,CRYAB,LYZ
1509,CRYAB,HSPB1
1510,CRYAB,MIP
1511,CRYAB,HDAC1
1512,CRYAB,DCTN1
1513,CRYAB,CC2D1A
1514,CRYAB,DES
1515,CRYAB,TRIM33
1516,CRYAB,CCND1
1517,CRYAB,CASP3
1518,CRYAB,XIAP
1519,CRYAB,PI4KA
1520,CRYAB,CDC23
1521,CRYAB,IQGAP3
1522,CRYAB,VEGFA
1523,CRYAB,CCDC85B
1524,CRYAB,HSPB2
1525,CRYAB,SMCR8
1526,CRYAB,CASP9
1527,CRYAB,GDF5
1528,CRYAB,HSPA4
1529,CRYAB,CASP6
1530,CRYAB,SMAD4
1531,CRYAB,B2M
1532,CRYAB,VPS33A
1533,CRYAB,MAP1B
1534,CRYAB,SORD
1535,CRYAB,DDX20
1536,CRYAB,BCL2
1537,CRYAB,PRKAG3
1538,CRYAB,BCL2L1
1539,CRYAB,RBM24
1540,CRYAB,CRYGD
1541,CRYAB,HNRNPUL2
1542,CRYAB,SNCA
1543,CRYAB,CASP2
1544,CRYAB,NEDD4L
1545,CRYAB,APP
1546,CRYAB,CTNNB1
1547,CRYAB,GOPC
1548,CRYAB,GMCL1
1549,CRYAB,GPBP1
1550,CRYAB,PSMA3
1551,CRYAB,TP53
1552,CRYAB,SEH1L
1553,CRYAB,MRPL11
1554,CRYAB,G3BP1
1555,CRYAB,TFG
1556,CRYAB,UBE2D1
1557,CRYAB,BMPR2
1558,CRYAB,PSAP
1559,CRYAB,ALDOA
1560,CRYAB,CASP8
1561,CRYAB,TRAPPC9
1562,CRYAB,PRELID1
1563,CRYAB,KRTAP8-1
1564,CRYAB,SCN5A
1565,CRYAB,PSMD4
1566,CRYAB,TTN
1567,CRYAB,CRYAB
1568,CRYAB,MAS1
1569,CRYAB,NUDT16L1
1570,CRYAB,LBH
1571,CRYAB,MDH2
1572,CRYAB,CRADD
1573,CRYAB,CASP7
1574,CRYAB,FGF2
1575,CRYAB,GEMIN4
1576,CRYAB,CAPN3
1577,CRYAB,TMEM109
1578,CRYAB,FAM83D
1579,CRYAB,HSPB8
1580,LMNA,ALG3
1581,LMNA,SUGP1
1582,LMNA,FAM192A
1583,LMNA,MAL
1584,LMNA,TMEM140
1585,LMNA,ZBTB33
1586,LMNA,SLC35A1
1587,LMNA,C16orf58
1588,LMNA,PMP22
1589,LMNA,UNC50
1590,LMNA,CTSA
1591,LMNA,CTCF
1592,LMNA,WDYHV1
1593,LMNA,YWHAQ
1594,LMNA,NARF
1595,LMNA,DDX42
1596,LMNA,ARPIN
1597,LMNA,MAPRE2
1598,LMNA,FBL
1599,LMNA,MUTYH
1600,LMNA,FXYD6
1601,LMNA,YY1
1602,LMNA,SYNE1
1603,LMNA,ARHGEF16
1604,LMNA,MOV10
1605,LMNA,UBE2Q1
1606,LMNA,GOLT1B
1607,LMNA,ARL6IP1
1608,LMNA,LMNB2
1609,LMNA,PLP2
1610,LMNA,URB2
1611,LMNA,CASP1
1612,LMNA,ENO1
1613,LMNA,PCGF2
1614,LMNA,SFPQ
1615,LMNA,PCNP
1616,LMNA,CXCL16
1617,LMNA,DUSP13
1618,LMNA,GRB2
1619,LMNA,ZNF25
1620,LMNA,TMEM201
1621,LMNA,ORMDL1
1622,LMNA,SRSF1
1623,LMNA,SRRM2
1624,LMNA,TMEM74
1625,LMNA,TFIP11
1626,LMNA,LRRC59
1627,LMNA,LRP10
1628,LMNA,F2RL1
1629,LMNA,TTN
1630,LMNA,NKG7
1631,LMNA,CHD8
1632,LMNA,LIMS2
1633,LMNA,SNRNP40
1634,LMNA,DNAJC30
1635,LMNA,SREBF1
1636,LMNA,TOR1AIP1
1637,LMNA,GALNT2
1638,LMNA,HNRNPM
1639,LMNA,GNL2
1640,LMNA,IRAK1
1641,LMNA,TFRC
1642,LMNA,SERPINE1
1643,LMNA,CISD2
1644,LMNA,SCARB2
1645,LMNA,CC2D2A
1646,LMNA,CLDN10
1647,LMNA,PRKDC
1648,LMNA,SLC30A2
1649,LMNA,PDAP1
1650,LMNA,NCL
1651,LMNA,PXN
1652,LMNA,BDKRB2
1653,LMNA,BCL2L2
1654,LMNA,FAIM
1655,LMNA,CRY2
1656,LMNA,C1QTNF1
1657,LMNA,TMEM222
1658,LMNA,SYPL1
1659,LMNA,SPN
1660,LMNA,PKD2
1661,LMNA,PCNA
1662,LMNA,CWF19L2
1663,LMNA,ESS2
1664,LMNA,TMEM267
1665,LMNA,TMEM43
1666,LMNA,NUP50
1667,LMNA,G3BP1
1668,LMNA,RANBP9
1669,LMNA,C11orf24
1670,LMNA,RAPGEF2
1671,LMNA,EIF5
1672,LMNA,SLC7A1
1673,LMNA,SRSF3
1674,LMNA,NPM1
1675,LMNA,SDHA
1676,LMNA,USP20
1677,LMNA,BYSL
1678,LMNA,CDC5L
1679,LMNA,CDK1
1680,LMNA,RPS2
1681,LMNA,DDX5
1682,LMNA,STX12
1683,LMNA,AQP3
1684,LMNA,SFTPC
1685,LMNA,CPSF6
1686,LMNA,DDX46
1687,LMNA,MEOX1
1688,LMNA,SHMT2
1689,LMNA,DERL2
1690,LMNA,HMOX2
1691,LMNA,HSF1
1692,LMNA,TMEM86A
1693,LMNA,AIG1
1694,LMNA,TMEM107
1695,LMNA,LRRK2
1696,LMNA,ALG8
1697,LMNA,HP1BP3
1698,LMNA,AGTRAP
1699,LMNA,CCNG1
1700,LMNA,RBBP4
1701,LMNA,SENP6
1702,LMNA,TMEM42
1703,LMNA,LPAR3
1704,LMNA,NPLOC4
1705,LMNA,LIMK2
1706,LMNA,JPT2
1707,LMNA,ADAM33
1708,LMNA,USP15
1709,LMNA,TSPAN33
1710,LMNA,DDX21
1711,LMNA,MARVELD1
1712,LMNA,NEU1
1713,LMNA,CTTN
1714,LMNA,NXF1
1715,LMNA,MATR3
1716,LMNA,OSTF1
1717,LMNA,BNIP2
1718,LMNA,TCEA2
1719,LMNA,CCDC8
1720,LMNA,NUP214
1721,LMNA,MECOM
1722,LMNA,SEC22A
1723,LMNA,PDLIM3
1724,LMNA,CLEC1A
1725,LMNA,HNRNPU
1726,LMNA,MS4A1
1727,LMNA,EIF2AK2
1728,LMNA,YIPF6
1729,LMNA,LBR
1730,LMNA,HNRNPC
1731,LMNA,TMEM54
1732,LMNA,SLC35A4
1733,LMNA,RPS25
1734,LMNA,SRRM1
1735,LMNA,SIRT6
1736,LMNA,ACE
1737,LMNA,KAT5
1738,LMNA,SMCO4
1739,LMNA,TAGLN2
1740,LMNA,TMEM41A
1741,LMNA,EMD
1742,LMNA,CA5A
1743,LMNA,MFAP1
1744,LMNA,PCMT1
1745,LMNA,SF3B3
1746,LMNA,CLDND2
1747,LMNA,TPR
1748,LMNA,FBXO6
1749,LMNA,SNRPD3
1750,LMNA,ING1
1751,LMNA,NUMA1
1752,LMNA,UCHL5
1753,LMNA,HNRNPH1
1754,LMNA,PLEKHA7
1755,LMNA,SF1
1756,LMNA,HNRNPA1
1757,LMNA,SH3RF2
1758,LMNA,ALDH3A2
1759,LMNA,MFSD5
1760,LMNA,MCM2
1761,LMNA,NUP98
1762,LMNA,AHCTF1
1763,LMNA,GAR1
1764,LMNA,SRSF4
1765,LMNA,RNPS1
1766,LMNA,HNRNPA0
1767,LMNA,FCER1G
1768,LMNA,WDR70
1769,LMNA,PCBP1
1770,LMNA,GPATCH1
1771,LMNA,ZC2HC1C
1772,LMNA,CRK
1773,LMNA,TMEM203
1774,LMNA,RB1
1775,LMNA,SMG1
1776,LMNA,PPME1
1777,LMNA,MYBBP1A
1778,LMNA,PLP1
1779,LMNA,APOL2
1780,LMNA,HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J
1781,LMNA,SLC35B4
1782,LMNA,USP7
1783,LMNA,MIP
1784,LMNA,SYT6
1785,LMNA,CMTM3
1786,LMNA,CTNNB1
1787,LMNA,PHB2
1788,LMNA,SNW1
1789,LMNA,IGFBP5
1790,LMNA,CLN6
1791,LMNA,PAQR5
1792,LMNA,JUN
1793,LMNA,NAB2
1794,LMNA,EFTUD2
1795,LMNA,SIAH1
1796,LMNA,CSGALNACT2
1797,LMNA,SMIM11A
1798,LMNA,TMEM128
1799,LMNA,ELAVL1
1800,LMNA,MKI67
1801,LMNA,CMTM5
1802,LMNA,ABCA9
1803,LMNA,NALCN
1804,LMNA,VTI1B
1805,LMNA,SPG21
1806,LMNA,CD81
1807,LMNA,INSIG2
1808,LMNA,GIN1
1809,LMNA,SENP1
1810,LMNA,CUL7
1811,LMNA,BAZ1B
1812,LMNA,BTN2A2
1813,LMNA,RPF2
1814,LMNA,SLC38A7
1815,LMNA,SMURF1
1816,LMNA,SLC1A1
1817,LMNA,PRPF19
1818,LMNA,CMTM7
1819,LMNA,PML
1820,LMNA,ZDHHC15
1821,LMNA,CLCN7
1822,LMNA,VCP
1823,LMNA,TMEM60
1824,LMNA,PLLP
1825,LMNA,WFDC2
1826,LMNA,ANKRA2
1827,LMNA,XRCC6
1828,LMNA,SMAD3
1829,LMNA,CRKL
1830,LMNA,ALYREF
1831,LMNA,TMEM14B
1832,LMNA,MCM7
1833,LMNA,RALY
1834,LMNA,THRAP3
1835,LMNA,GABARAPL1
1836,LMNA,FYCO1
1837,LMNA,FASN
1838,LMNA,FAM169A
1839,LMNA,NOP58
1840,LMNA,PAPOLA
1841,LMNA,DDX24
1842,LMNA,C4orf3
1843,LMNA,ZNF239
1844,LMNA,UNC45A
1845,LMNA,MDC1
1846,LMNA,JAGN1
1847,LMNA,PNLIPRP1
1848,LMNA,MORF4L2
1849,LMNA,HIST1H4G
1850,LMNA,HCFC1
1851,LMNA,PYGM
1852,LMNA,H2AFZ
1853,LMNA,LAMB1
1854,LMNA,FATE1
1855,LMNA,MTHFD2
1856,LMNA,SNRPD1
1857,LMNA,MLIP
1858,LMNA,FAXDC2
1859,LMNA,TRIM28
1860,LMNA,TMEM14A
1861,LMNA,POM121
1862,LMNA,ZNF3
1863,LMNA,DNAJC1
1864,LMNA,YWHAZ
1865,LMNA,SELENOK
1866,LMNA,ATP6V0C
1867,LMNA,USE1
1868,LMNA,IFFO1
1869,LMNA,SERP2
1870,LMNA,CLK1
1871,LMNA,NHP2
1872,LMNA,PHB
1873,LMNA,ITGAM
1874,LMNA,VKORC1
1875,LMNA,NONO
1876,LMNA,COX14
1877,LMNA,ILK
1878,LMNA,SCML2
1879,LMNA,WASHC5
1880,LMNA,C9orf78
1881,LMNA,EEF1D
1882,LMNA,HMOX1
1883,LMNA,MALL
1884,LMNA,RMDN2
1885,LMNA,FDFT1
1886,LMNA,CYBRD1
1887,LMNA,SSRP1
1888,LMNA,ACTB
1889,LMNA,TP53
1890,LMNA,SLC25A6
1891,LMNA,HCK
1892,LMNA,RPRM
1893,LMNA,STARD3
1894,LMNA,AOC3
1895,LMNA,STAC
1896,LMNA,HNRNPL
1897,LMNA,RBM10
1898,LMNA,RPS7
1899,LMNA,ZNF569
1900,LMNA,DYNLT1
1901,LMNA,MAX
1902,LMNA,STX4
1903,LMNA,TMEM234
1904,LMNA,STX5
1905,LMNA,RPL6
1906,LMNA,PTPN9
1907,LMNA,TRA2B
1908,LMNA,PERM1
1909,LMNA,FCER1A
1910,LMNA,RANBP2
1911,LMNA,THBD
1912,LMNA,STX8
1913,LMNA,NUP133
1914,LMNA,RPA1
1915,LMNA,AIMP2
1916,LMNA,TMEM230
1917,LMNA,SRPK2
1918,LMNA,TMEM14C
1919,LMNA,TMEM65
1920,LMNA,PARP1
1921,LMNA,IFIT2
1922,LMNA,TMEM109
1923,LMNA,UBE2M
1924,LMNA,TAP1
1925,LMNA,ORMDL3
1926,LMNA,VCAM1
1927,LMNA,MRPS26
1928,LMNA,SLC25A5
1929,LMNA,GPKOW
1930,LMNA,LEMD3
1931,LMNA,LATS2
1932,LMNA,CSNK2A1
1933,LMNA,SAP30BP
1934,LMNA,KCTD12
1935,LMNA,GRB10
1936,LMNA,MMD2
1937,LMNA,SACM1L
1938,LMNA,FAM3C
1939,LMNA,ITM2B
1940,LMNA,TPX2
1941,LMNA,FLNA
1942,LMNA,BRICD5
1943,LMNA,NIPAL3
1944,LMNA,VAMP3
1945,LMNA,H2AFX
1946,LMNA,WWOX
1947,LMNA,COL8A2
1948,LMNA,FUS
1949,LMNA,VAMP1
1950,LMNA,CDK2
1951,LMNA,RPS6
1952,LMNA,AQP1
1953,LMNA,ABCE1
1954,LMNA,MGLL
1955,LMNA,SERP1
1956,LMNA,LMNA
1957,LMNA,FHL1
1958,LMNA,NUP153
1959,LMNA,DDX18
1960,LMNA,NOP2
1961,LMNA,RUVBL1
1962,LMNA,U2AF2
1963,LMNA,CD52
1964,LMNA,YBX1
1965,LMNA,UBTF
1966,LMNA,PDHA1
1967,LMNA,RABAC1
1968,LMNA,MTDH
1969,LMNA,GZMA
1970,LMNA,SENP2
1971,LMNA,ISG15
1972,LMNA,RIF1
1973,LMNA,TSPAN7
1974,LMNA,MRGBP
1975,LMNA,VAMP2
1976,LMNA,TMPO
1977,LMNA,TOP1
1978,LMNA,SUN2
1979,LMNA,ZNF138
1980,LMNA,UBE2I
1981,LMNA,DLST
1982,LMNA,VRK2
1983,LMNA,MYADM
1984,LMNA,RTN4
1985,LMNA,DERL1
1986,LMNA,PPP1CC
1987,LMNA,ZNF490
1988,LMNA,TMEM208
1989,LMNA,ELOA
1990,LMNA,GPR108
1991,LMNA,LACC1
1992,LMNA,RPL11
1993,LMNA,HNRNPA2B1
1994,LMNA,STAC2
1995,LMNA,VMP1
1996,LMNA,SNRPD2
1997,LMNA,CCDC155
1998,LMNA,ANXA6
1999,LMNA,TMEM243
2000,LMNA,PLPP4
2001,LMNA,CYLD
2002,LMNA,SIRT7
2003,LMNA,APOD
2004,LMNA,GTF2A1
2005,LMNA,ILF2
2006,LMNA,CDK16
2007,LMNA,CYB561
2008,LMNA,OSBPL8
2009,LMNA,GTF2F2
2010,LMNA,FN1
2011,LMNA,SRSF5
2012,LMNA,PNKP
2013,LMNA,RANGAP1
2014,LMNA,HNRNPA3
2015,LMNA,HIST1H1C
2016,LMNA,ACIN1
2017,LMNA,MORF4L1
2018,LMNA,ORC2
2019,LMNA,CCDC47
2020,LMNA,TRIM26
2021,LMNA,SRPRB
2022,LMNA,SGMS2
2023,LMNA,SMAD1
2024,LMNA,BNIP3
2025,LMNA,CD2AP
2026,LMNA,LEMD2
2027,LMNA,PRKCA
2028,LMNA,ILF3
2029,LMNA,KPNA1
2030,LMNA,C17orf62
2031,LMNA,TMEM11
2032,LMNA,YIPF1
2033,LMNA,TRIM25
2034,LMNA,ERG28
2035,LMNA,STX3
2036,RAF1,PPP2R2C
2037,RAF1,SPRY4
2038,RAF1,NUP160
2039,RAF1,NEDD4
2040,RAF1,GNB2
2041,RAF1,NFATC3
2042,RAF1,NEDD4L
2043,RAF1,RALGDS
2044,RAF1,HSPA4
2045,RAF1,MYBPC1
2046,RAF1,SS18L2
2047,RAF1,SRC
2048,RAF1,BAD
2049,RAF1,PPP2R1A
2050,RAF1,SUGT1
2051,RAF1,RANBP9
2052,RAF1,HSP90AB1
2053,RAF1,HSPD1
2054,RAF1,BIRC3
2055,RAF1,MAP2K2
2056,RAF1,NUDCD3
2057,RAF1,PEBP4
2058,RAF1,BAG1
2059,RAF1,SCNN1B
2060,RAF1,PSMD2
2061,RAF1,RCAN1
2062,RAF1,RBL2
2063,RAF1,BRAF
2064,RAF1,PPP2CB
2065,RAF1,NCAPG2
2066,RAF1,MAPK6
2067,RAF1,PRKACA
2068,RAF1,MAP2K1
2069,RAF1,CACYBP
2070,RAF1,MOV10
2071,RAF1,IQCB1
2072,RAF1,ILK
2073,RAF1,RASD2
2074,RAF1,PPP5C
2075,RAF1,ACTN2
2076,RAF1,CASP9
2077,RAF1,PRKG1
2078,RAF1,PHB
2079,RAF1,STK3
2080,RAF1,CRKL
2081,RAF1,MSH2
