,symbol1,symbol2
2082,RAF1,AGTR1
2083,RAF1,ARRB2
2084,RAF1,NUP133
2085,RAF1,VDAC1
2086,RAF1,NPLOC4
2087,RAF1,INTS10
2088,RAF1,JAK1
2089,RAF1,HUWE1
2090,RAF1,RIPK4
2091,RAF1,SH3KBP1
2092,RAF1,BRAP
2093,RAF1,SFN
2094,RAF1,AKT1
2095,RAF1,VCP
2096,RAF1,NUP107
2097,RAF1,KRT18
2098,RAF1,NXF1
2099,RAF1,LOX
2100,RAF1,CDC25B
2101,RAF1,WDR83
2102,RAF1,PEBP1
2103,RAF1,STIP1
2104,RAF1,YY1
2105,RAF1,PURA
2106,RAF1,RAP2A
2107,RAF1,PHKA2
2108,RAF1,FYN
2109,RAF1,DNAJA1
2110,RAF1,MMS19
2111,RAF1,AR
2112,RAF1,HSPA5
2113,RAF1,RBBP8
2114,RAF1,DCAF8
2115,RAF1,DMPK
2116,RAF1,ARAF
2117,RAF1,BIRC2
2118,RAF1,MAPK3
2119,RAF1,CASZ1
2120,RAF1,BIRC7
2121,RAF1,LRPAP1
2122,RAF1,COPS7A
2123,RAF1,PPP2R2B
2124,RAF1,PPP1CC
2125,RAF1,CDC37
2126,RAF1,PAQR3
2127,RAF1,HIPK4
2128,RAF1,EEF1A1
2129,RAF1,UBE2D2
2130,RAF1,RRAS
2131,RAF1,PRKAR1A
2132,RAF1,KRT8
2133,RAF1,IL2RB
2134,RAF1,CPS1
2135,RAF1,PPP2R2A
2136,RAF1,RAP1A
2137,RAF1,CCT3
2138,RAF1,STUB1
2139,RAF1,MAP3K1
2140,RAF1,COPS5
2141,RAF1,PDGFRB
2142,RAF1,TIMM50
2143,RAF1,EMD
2144,RAF1,RRAS2
2145,RAF1,CNKSR1
2146,RAF1,PRKCE
2147,RAF1,PKM
2148,RAF1,TRIM25
2149,RAF1,DYNLL1
2150,RAF1,CCT8
2151,RAF1,PPP2CA
2152,RAF1,BCL2
2153,RAF1,PRKAA1
2154,RAF1,ACOX1
2155,RAF1,MAP3K5
2156,RAF1,PRKCZ
2157,RAF1,CAMK2A
2158,RAF1,YWHAH
2159,RAF1,RAF1
2160,RAF1,EFEMP1
2161,RAF1,LAS1L
2162,RAF1,YWHAB
2163,RAF1,TBXA2R
2164,RAF1,PAK1
2165,RAF1,YWHAQ
2166,RAF1,TMEM70
2167,RAF1,BCL2L1
2168,RAF1,ETS2
2169,RAF1,SYNPO
2170,RAF1,PRKCA
2171,RAF1,GNG4
2172,RAF1,TSC22D3
2173,RAF1,BCL6
2174,RAF1,GRB10
2175,RAF1,YWHAG
2176,RAF1,RSU1
2177,RAF1,XIAP
2178,RAF1,KSR1
2179,RAF1,SLC9A1
2180,RAF1,RB1
2181,RAF1,TMEM63B
2182,RAF1,RMDN3
2183,RAF1,NR3C1
2184,RAF1,PDLIM2
2185,RAF1,COPS3
2186,RAF1,HSP90AA1
2187,RAF1,PPP2R5C
2188,RAF1,INSR
2189,RAF1,FAM96B
2190,RAF1,YWHAE
2191,RAF1,FYCO1
2192,RAF1,PAK2
2193,RAF1,MAPK1
2194,RAF1,MAPK7
2195,RAF1,PIN1
2196,RAF1,CDK20
2197,RAF1,PACSIN3
2198,RAF1,YWHAZ
2199,RAF1,LTK
2200,RAF1,MAPK8IP3
2201,RAF1,DYNLL2
2202,RAF1,PRKCD
2203,RAF1,RHEB
2204,RAF1,MRC2
2205,RAF1,MLF1
2206,RAF1,LCK
2207,RAF1,MAPK8
2208,RAF1,SHOC2
2209,RAF1,MLF2
2210,SOD2,STK4
2211,SOD2,TPI1
2212,SOD2,NOL12
2213,SOD2,ACO2
2214,SOD2,SMARCA2
2215,SOD2,VAPA
2216,SOD2,ALDH5A1
2217,SOD2,SIRT6
2218,SOD2,IL7R
2219,SOD2,PEPD
2220,SOD2,ALDH1B1
2221,SOD2,OAT
2222,SOD2,TNIK
2223,SOD2,GET4
2224,SOD2,H2AFX
2225,SOD2,UCHL3
2226,SOD2,ENO3
2227,SOD2,ALDOC
2228,SOD2,CYP4F12
2229,SOD2,P4HB
2230,SOD2,ABAT
2231,SOD2,TBL2
2232,SOD2,VHL
2233,SOD2,IKBKE
2234,SOD2,GPT2
2235,SOD2,APP
2236,SOD2,USP36
2237,SOD2,MDH1
2238,SOD2,HDHD2
2239,SOD2,PRDM2
2240,SOD2,PAK2
2241,SOD2,NABP2
2242,SOD2,FAM192A
2243,SOD2,ARF6
2244,SOD2,FH
2245,SOD2,PEBP1
2246,SOD2,TCEAL9
2247,SOD2,TMEM131
2248,SOD2,MPG
2249,SOD2,MCC
2250,SOD2,SCRN1
2251,SOD2,DYNC1LI1
2252,SOD2,TKT
2253,SOD2,ALDH2
2254,SOD2,SOD2
2255,SOD2,ALDH4A1
2256,SOD2,HSP90B1
2257,SOD2,UBR2
2258,SOD2,UBL4A
2259,SOD2,HSPE1
2260,SOD2,GOLGB1
2261,SOD2,GPX4
2262,SOD2,TRIM25
2263,SOD2,PRDX5
2264,ITGB1,ITGA8
2265,ITGB1,RAB21
2266,ITGB1,RPA1
2267,ITGB1,HSPG2
2268,ITGB1,YWHAB
2269,ITGB1,ITGA2
2270,ITGB1,SLC3A2
2271,ITGB1,PPP2CA
2272,ITGB1,CD36
2273,ITGB1,PTPRO
2274,ITGB1,CANX
2275,ITGB1,DSTN
2276,ITGB1,TUBA1A
2277,ITGB1,TMEM216
2278,ITGB1,TLN1
2279,ITGB1,COL18A1
2280,ITGB1,RABGAP1
2281,ITGB1,LGALS3
2282,ITGB1,VCP
2283,ITGB1,LYN
2284,ITGB1,CSF2RB
2285,ITGB1,ENG
2286,ITGB1,PICALM
2287,ITGB1,ECSIT
2288,ITGB1,PPM1H
2289,ITGB1,FLNA
2290,ITGB1,SHC1
2291,ITGB1,PLA2G2A
2292,ITGB1,PDIA3
2293,ITGB1,FBXO2
2294,ITGB1,DOK1
2295,ITGB1,NF2
2296,ITGB1,ENO1
2297,ITGB1,TCTN3
2298,ITGB1,VCL
2299,ITGB1,ITGB1
2300,ITGB1,ELAVL1
2301,ITGB1,CD44
2302,ITGB1,ITGA9
2303,ITGB1,ACTN1
2304,ITGB1,TGM2
2305,ITGB1,ITGA6
2306,ITGB1,MEF2A
2307,ITGB1,PTK2
2308,ITGB1,CDS1
2309,ITGB1,ITGA5
2310,ITGB1,SEL1L
2311,ITGB1,CD47
2312,ITGB1,ANGPTL4
2313,ITGB1,RANBP9
2314,ITGB1,RPA2
2315,ITGB1,RPA3
2316,ITGB1,PXN
2317,ITGB1,AKT1
2318,ITGB1,FHL2
2319,ITGB1,ITGA3
2320,ITGB1,EPHA2
2321,ITGB1,NME1
2322,ITGB1,CD63
2323,ITGB1,LGALS1
2324,ITGB1,VCAM1
2325,ITGB1,CCDC8
2326,ITGB1,ARHGAP5
2327,ITGB1,ITGA7
2328,ITGB1,ATL3
2329,ITGB1,YAP1
2330,ITGB1,SHARPIN
2331,ITGB1,CD9
2332,ITGB1,EPS8
2333,ITGB1,G3BP1
2334,ITGB1,ILK
2335,ITGB1,ADAM17
2336,ITGB1,ATF2
2337,ITGB1,RAB5A
2338,ITGB1,PRKCA
2339,ITGB1,EMILIN1
2340,ITGB1,ITGAV
2341,ITGB1,PTPN1
2342,ITGB1,RAB8B
2343,ITGB1,MYO10
2344,ITGB1,DAG1
2345,ITGB1,CD46
2346,ITGB1,FBXO6
2347,ITGB1,MMP2
2348,ITGB1,UPF2
2349,ITGB1,TNS2
2350,ITGB1,TNFSF13B
2351,ITGB1,HSCB
2352,ITGB1,SPP1
2353,ITGB1,SLC7A6
2354,ITGB1,HSPD1
2355,ITGB1,CX3CL1
2356,ITGB1,TCTN2
2357,ITGB1,ITGA11
2358,ITGB1,CD81
2359,ITGB1,VCAN
2360,ITGB1,PDHB
2361,ITGB1,CD151
2362,ITGB1,UNK
2363,ITGB1,THBS1
2364,ITGB1,FBLN1
2365,ITGB1,LGALS3BP
2366,ITGB1,CRKL
2367,ITGB1,IGF1R
2368,ITGB1,CSPG4
2369,ITGB1,CDC73
2370,ITGB1,FLT4
2371,GLA,MAT2B
2372,GLA,OTUD4
2373,GLA,ZNF622
2374,GLA,RIPK4
2375,GLA,PGD
2376,GLA,GBP2
2377,GLA,CAPN1
2378,GLA,G6PD
2379,GLA,GNS
2380,GLA,CNDP2
2381,GLA,GLA
2382,GLA,EIF5
2383,GLA,EIF4H
2384,GLA,PTPN18
2385,GLA,CNOT6
2386,GLA,CNOT2
2387,GLA,CNOT11
2388,GLA,FBXO6
2389,GLA,ALDH7A1
2390,GPX1,CENPJ
2391,GPX1,ABL2
2392,GPX1,SELENBP1
2393,GPX1,DCTN1
2394,GPX1,GPX1
2395,GPX1,TXN
2396,GPX1,MAPK6
2397,GPX1,KARS
2398,GPX1,EXOSC2
2399,GPX1,HSCB
2400,GPX1,CEP164
2401,ADRB2,SEC61A1
2402,ADRB2,SHMT2
2403,ADRB2,CCND2
2404,ADRB2,GRK6
2405,ADRB2,KPNB1
2406,ADRB2,ARHGDIA
2407,ADRB2,KCTD13
2408,ADRB2,PHB
2409,ADRB2,YIPF5
2410,ADRB2,DDOST
2411,ADRB2,ELOC
2412,ADRB2,BACE1
2413,ADRB2,CLTC
2414,ADRB2,PCBP1
2415,ADRB2,NPLOC4
2416,ADRB2,SNCA
2417,ADRB2,GNB1
2418,ADRB2,HADHB
2419,ADRB2,JKAMP
2420,ADRB2,TMUB1
2421,ADRB2,MAP1LC3B
2422,ADRB2,ATP5C1
2423,ADRB2,MARCH2
2424,ADRB2,VEGFB
2425,ADRB2,GNAI3
2426,ADRB2,PSMD2
2427,ADRB2,HSPA5
2428,ADRB2,SLIRP
2429,ADRB2,SLC9A3R2
2430,ADRB2,UST
2431,ADRB2,IDH3G
2432,ADRB2,CRYM
2433,ADRB2,FAM162A
2434,ADRB2,MCCC2
2435,ADRB2,SLC25A6
2436,ADRB2,IDH3A
2437,ADRB2,ERG
2438,ADRB2,NCOR2
2439,ADRB2,HDAC6
2440,ADRB2,ALDH18A1
2441,ADRB2,SERPINH1
2442,ADRB2,PDHA1
2443,ADRB2,UBC
2444,ADRB2,ARRB1
2445,ADRB2,BSG
2446,ADRB2,VAPA
2447,ADRB2,FLNA
2448,ADRB2,RIOX1
2449,ADRB2,GNL3L
2450,ADRB2,EEF1A1
2451,ADRB2,GNG2
2452,ADRB2,AMFR
2453,ADRB2,GOLGB1
2454,ADRB2,IARS2
2455,ADRB2,ARHGAP5
2456,ADRB2,MRPL12
2457,ADRB2,TRAF1
2458,ADRB2,PPP3CA
2459,ADRB2,ALDH3A2
2460,ADRB2,ATP6V0D1
2461,ADRB2,CNNM3
2462,ADRB2,KRT2
2463,ADRB2,ADGRG1
2464,ADRB2,VCP
2465,ADRB2,STAT4
2466,ADRB2,PTGES2
2467,ADRB2,DYNC1H1
2468,ADRB2,HSP90B1
2469,ADRB2,IL6R
2470,ADRB2,EGLN3
2471,ADRB2,ABCA7
2472,ADRB2,DNAJB11
2473,ADRB2,SACS
2474,ADRB2,RGS2
2475,ADRB2,MGLL
2476,ADRB2,ATP2C1
2477,ADRB2,HNRNPF
2478,ADRB2,GNA15
2479,ADRB2,PCBP2
2480,ADRB2,ARR3
2481,ADRB2,ATP2A2
2482,ADRB2,GNG12
2483,ADRB2,ATP2B4
2484,ADRB2,GRK5
2485,ADRB2,TMEM187
2486,ADRB2,KCNJ5
2487,ADRB2,GRK3
2488,ADRB2,NDUFV1
2489,ADRB2,SLC3A2
2490,ADRB2,CAV3
2491,ADRB2,RAP2C
2492,ADRB2,UFD1
2493,ADRB2,ALDH1B1
2494,ADRB2,GTF2B
2495,ADRB2,LAMP2
2496,ADRB2,RPS5
2497,ADRB2,ARRB2
2498,ADRB2,SRC
2499,ADRB2,STK38L
2500,ADRB2,SENP3
2501,ADRB2,HSD17B4
2502,ADRB2,HNRNPA2B1
2503,ADRB2,PRKCD
2504,ADRB2,NEDD4
2505,ADRB2,PRDX1
2506,ADRB2,WNK1
2507,ADRB2,CNN1
2508,ADRB2,TMX1
2509,ADRB2,RGR
2510,ADRB2,TUFM
2511,ADRB2,GFM1
2512,ADRB2,NOS1
2513,ADRB2,CCKBR
2514,ADRB2,C1QBP
2515,ADRB2,PDIA6
2516,ADRB2,PHB2
2517,ADRB2,ARF4
2518,ADRB2,KCNE1
2519,ADRB2,AKAP12
2520,ADRB2,MOG
2521,ADRB2,UBA52
2522,ADRB2,TTN
2523,ADRB2,ARRDC3
2524,ADRB2,MAGI3
2525,ADRB2,STOM
2526,ADRB2,SSR4
2527,ADRB2,GMPR2
2528,ADRB2,ZNF25
2529,ADRB2,SLC25A13
2530,ADRB2,TARDBP
2531,ADRB2,IDH2
2532,ADRB2,PON2
2533,ADRB2,DCLRE1A
2534,ADRB2,CEACAM1
2535,ADRB2,IMMT
2536,ADRB2,GNA11
2537,ADRB2,CSK
2538,ADRB2,VDAC2
2539,ADRB2,ACAD9
2540,ADRB2,CANX
2541,ADRB2,DAD1
2542,ADRB2,GPRASP1
2543,ADRB2,SLC39A14
2544,ADRB2,HTR4
2545,ADRB2,NIPAL2
2546,ADRB2,CLPTM1L
2547,ADRB2,RAB18
2548,ADRB2,RAB3A
2549,ADRB2,HNRNPU
2550,ADRB2,CD81
2551,ADRB2,RAN
2552,ADRB2,DLAT
2553,ADRB2,MBOAT2
2554,ADRB2,GRK2
2555,ADRB2,PRKACA
2556,ADRB2,CUL2
2557,ADRB2,UBB
2558,ADRB2,GRB2
2559,ADRB2,TSPAN7
2560,ADRB2,TUBA1A
2561,ADRB2,TMEM144
2562,ADRB2,VHL
2563,ADRB2,ADRB2
2564,ADRB2,TSG101
2565,ADRB2,ARRDC4
2566,ADRB2,CD9
2567,ADRB2,NSF
2568,ADRB2,TMEM259
2569,ADRB2,NUP93
2570,ADRB2,COMT
2571,ADRB2,SLC25A3
2572,ADRB2,HS2ST1
2573,ADRB2,GCDH
2574,ADRB2,KRT9
2575,ADRB2,KRT10
2576,ADRB2,HLA-C
2577,ADRB2,TM9SF3
2578,ADRB2,DSG2
2579,ADRB2,GPRC5B
2580,ADRB2,SLC25A11
2581,ADRB2,AGK
2582,ADRB2,FKBP8
2583,ADRB2,ACTG1
2584,ADRB2,SYNJ2BP
2585,ADRB2,AP2B1
2586,ADRB2,RAB27A
2587,ADRB2,ATP6V0B
2588,ADRB2,EEF2
2589,ADRB2,SLC52A2
2590,ADRB2,ATP1B3
2591,ADRB2,DCAF10
2592,ADRB2,HNRNPH1
2593,ADRB2,MDM2
2594,ADRB2,HSD17B12
2595,ADRB2,TRAP1
2596,ADRB2,MCAM
2597,ADRB2,SNX1
2598,ADRB2,GNB2
2599,ADRB2,STOML2
2600,ADRB2,ECM29
2601,ADRB2,CNBP
2602,ADRB2,ATP5O
2603,ADRB2,RNF41
2604,ADRB2,FAM84B
2605,ADRB2,REL
2606,ADRB2,RNF5
2607,ADRB2,ETFB
2608,ADRB2,KLC1
2609,ADRB2,LONP1
2610,ADRB2,USP20
2611,ADRB2,MTHFD1
2612,ADRB2,GNB4
2613,ADRB2,EEF1D
2614,ADRB2,ATP5F1
2615,ADRB2,MAPK14
2616,ADRB2,RANBP2
2617,ADRB2,SDHA
2618,ADRB2,USP33
2619,ADRB2,SRPRB
2620,ADRB2,ATP5A1
2621,ADRB2,HSPA9
2622,ADRB2,NAT14
2623,ADRB2,PRKDC
2624,ADRB2,TUBA1B
2625,ADRB2,CCT5
2626,ADRB2,HSDL2
2627,ADRB2,LRPPRC
2628,ADRB2,NDUFA5
2629,ADRB2,NUP210
2630,ADRB2,UCHL1
2631,ADRB2,EIF2B1
2632,ADRB2,KCNJ3
2633,ADRB2,PTGDS
2634,ADRB2,STAT3
2635,ADRB2,GRK4
2636,ADRB2,RAB14
2637,ADRB2,BAZ2A
2638,ADRB2,PDHB
2639,ADRB2,TUBB2A
2640,ADRB2,TCTA
2641,ADRB2,YWHAQ
2642,ADRB2,ITCH
2643,ADRB2,ARV1
2644,ADRB2,HSPD1
2645,ADRB2,TIMM50
2646,ADRB2,TMEM33
2647,ADRB2,UQCRC2
2648,ADRB2,ARRDC1
2649,ADRB2,MAPK8IP2
2650,ADRB2,SLC1A5
2651,ADRB2,VDAC1
2652,NR3C2,PROX1
2653,NR3C2,RABAC1
2654,NR3C2,HSP90AB1
2655,NR3C2,KAT2A
2656,NR3C2,CAV1
2657,NR3C2,RANBP2
2658,NR3C2,EP300
2659,NR3C2,NCOA1
2660,NR3C2,DNAJC7
2661,NR3C2,STUB1
2662,NR3C2,FKBP5
2663,NR3C2,ACTG1
2664,NR3C2,RXRA
2665,NR3C2,CARNMT1
2666,NR3C2,CAND1
2667,NR3C2,FKBP4
2668,NR3C2,NCOA2
2669,NR3C2,SUMO1
2670,NR3C2,ACSL1
2671,NR3C2,PPP5C
2672,NR3C2,HSPA4
2673,NR3C2,PIAS3
2674,NR3C2,PPID
2675,NR3C2,UBE2I
2676,NR3C2,KAT2B
2677,NR3C2,CREBBP
2678,NR3C2,AR
2679,NR3C2,PTGES3
2680,NR3C2,ACTA1
2681,NR3C2,NR3C2
2682,NR3C2,NRIP1
2683,NR3C2,EGLN3
2684,NR3C2,PSMC5
2685,ADRB1,MAGI3
2686,ADRB1,GOPC
2687,ADRB1,SH3GL3
2688,ADRB1,MAGI1
2689,ADRB1,GRB2
2690,ADRB1,ARRB2
2691,ADRB1,NOS1
2692,ADRB1,DLG4
2693,ADRB1,DLG1
2694,ADRB1,MAGI2
2695,ADRB1,ADRA2A
2696,ADRB1,DLGAP2
2697,ADRB1,GPRASP1
2698,ADRB1,ARRB1
2699,ADRB1,SNTA1
2700,MYL3,CASP3
2701,MYL3,IQGAP1
2702,MYL3,UBC
2703,MYL3,MYH9
2704,MYL3,MYH14
2705,MYL3,IL7R
2706,MYL3,YWHAQ
2707,MYL3,MYH10
2708,MYL3,ATG101
2709,MYL3,YWHAZ
2710,TPM1,MAST2
2711,TPM1,SRXN1
2712,TPM1,TWNK
2713,TPM1,ACTN2
2714,TPM1,G3BP1
2715,TPM1,THOC2
2716,TPM1,GOLGA3
2717,TPM1,LRCH3
2718,TPM1,MYO19
2719,TPM1,SORD
2720,TPM1,MYOC
2721,TPM1,PKD2
2722,TPM1,IQGAP1
2723,TPM1,FOXK1
2724,TPM1,VDAC1
2725,TPM1,CNN1
2726,TPM1,CROCC
2727,TPM1,YWHAZ
2728,TPM1,ACTA2
2729,TPM1,RBPJ
2730,TPM1,EPB41
2731,TPM1,PPP4R2
2732,TPM1,COX4I1
2733,TPM1,DBN1
2734,TPM1,COX5A
2735,TPM1,CFAP97
2736,TPM1,FLNA
2737,TPM1,SEC23A
2738,TPM1,PDLIM7
2739,TPM1,RBM15
2740,TPM1,CLIP4
2741,TPM1,ZYX
2742,TPM1,NEB
2743,TPM1,SCLT1
2744,TPM1,ACTB
2745,TPM1,RUFY2
2746,TPM1,ETFA
2747,TPM1,TGFBR1
2748,TPM1,ERG
2749,TPM1,DLD
2750,TPM1,JUND
2751,TPM1,RIPK3
2752,TPM1,GRB2
2753,TPM1,TPM4
2754,TPM1,CKB
2755,TPM1,IKBKG
2756,TPM1,ENDOG
2757,TPM1,MYH6
2758,TPM1,SULT1A1
2759,TPM1,SOAT1
2760,TPM1,CCDC102A
2761,TPM1,TSSC4
2762,TPM1,STUB1
2763,TPM1,APPL2
2764,TPM1,TNNT1
2765,TPM1,NUDCD2
2766,TPM1,ATF2
2767,TPM1,TPM1
2768,TPM1,PPP6R3
2769,TPM1,COX15
2770,TPM1,COL18A1
2771,TPM1,SYNPO
2772,TPM1,PARK7
2773,TPM1,TMOD2
2774,TPM1,HOMER1
2775,TPM1,MDC1
2776,TPM1,EXOC4
2777,TPM1,KXD1
2778,TPM1,S100A2
2779,TPM1,C1orf216
2780,TPM1,CDC37
2781,TPM1,ACTC1
2782,TPM1,ELAVL1
2783,TPM1,ZNF746
2784,TPM1,SF3B2
2785,TPM1,CAPZA2
2786,TPM1,SHB
2787,TPM1,THOC1
2788,TPM1,DLG5
2789,TPM1,PPP1CB
2790,TPM1,ABI2
2791,TPM1,LRRK2
2792,TPM1,TNNT2
2793,TPM1,PAN2
2794,TPM1,UBB
2795,TPM1,ATP5F1
2796,TPM1,DLST
2797,TPM1,SPTBN1
2798,TPM1,MYH2
2799,TPM1,RPS3
2800,TPM1,CNN2
2801,TPM1,MYH4
2802,TPM1,GOLGA2
2803,TPM1,TFPT
2804,TPM1,CDK2
2805,TPM1,MYH9
2806,TPM1,ACTN1
2807,TPM1,KLHL21
2808,TPM1,TES
2809,TPM1,HSP90B1
2810,TPM1,DNAJC7
2811,TPM1,PLEKHA7
2812,TPM1,YWHAQ
2813,MYL2,CDC42BPA
2814,MYL2,MYO5A
2815,MYL2,USP6
2816,MYL2,MYO5B
2817,MYL2,PAK2
2818,MYL2,TRIM63
2819,MYL2,ZNF529
2820,MYL2,PKM
2821,MYL2,PPP1R12C
2822,MYL2,MYOC
2823,MYL2,NHP2
2824,MYL2,MYO19
2825,MYL2,MYL5
2826,DMD,CAVIN1
2827,DMD,ACTC1
2828,DMD,LPAR6
2829,DMD,NEDD4
2830,DMD,SNTA1
2831,DMD,MAP3K5
2832,DMD,SIRT2
2833,DMD,PGM5
2834,DMD,IFIT5
2835,DMD,OSBPL1A
2836,DMD,NFX1
2837,DMD,CADPS2
2838,DMD,MARK2
2839,DMD,LONRF3
2840,DMD,AHNAK
2841,DMD,HAUS1
2842,DMD,TNS1
2843,DMD,SNTB2
2844,DMD,TERF1
2845,DMD,TNS2
2846,DMD,WDR54
2847,DMD,NUP58
2848,DMD,NOS1
2849,DMD,TRAF3IP1
2850,DMD,CTNNA1
2851,DMD,HNF4A
2852,DMD,KCNJ4
2853,DMD,UTRN
2854,DMD,DGKZ
2855,DMD,DISC1
2856,DMD,ACTA1
2857,DMD,FASLG
2858,DMD,CADPS
2859,DMD,TNS3
2860,DMD,ARRB1
2861,DMD,TERF2
2862,DMD,ANK2
2863,DMD,CTNNAL1
2864,DMD,SNTB1
2865,DMD,DMD
2866,DMD,MCM2
2867,DMD,TRIM41
2868,DMD,DTNA
2869,DMD,DAG1
2870,DMD,TRIM25
2871,MYH7,CCNQ
2872,MYH7,YWHAZ
2873,MYH7,ACTN2
2874,MYH7,DISC1
2875,MYH7,TLE3
2876,MYH7,PPP3R1
2877,MYH7,ACTN3
2878,MYH7,AFF1
2879,MYH7,TEAD3
2880,MYH7,WWOX
2881,MYH7,ECM29
2882,MYH7,TMEM260
2883,MYH7,CLINT1
2884,MYH7,YWHAQ
2885,MYH7,SEC61B
2886,MYH7,PLEKHA5
2887,MYH7,ROGDI
2888,MYH7,SPTAN1
2889,MYH7,AKAP17A
2890,MYH7,PRDX5
2891,MYH7,PSMD4
2892,MYH7,LRRC39
2893,MYH7,HSPB2
2894,MYH7,RBPJ
2895,MYH7,KXD1
2896,MYH7,ESR2
2897,MYH7,TEAD4
2898,MYH7,ATP6V1D
2899,MYH7,KEAP1
2900,MYH7,POLD1
2901,MYH7,NTHL1
2902,MYH7,SIRT6
2903,MYH7,RNF167
2904,MYH7,LIMS1
2905,MYH7,TAF11
2906,MYH7,MYOM2
2907,LAMP2,SFXN5
2908,LAMP2,EP300
2909,LAMP2,SRP14
2910,LAMP2,SF3B3
2911,LAMP2,SFXN3
2912,LAMP2,GTPBP8
2913,LAMP2,CDYL
2914,LAMP2,RAB18
2915,LAMP2,ABHD18
2916,LAMP2,DYNC2LI1
2917,LAMP2,NR2F2
2918,LAMP2,AGPAT5
2919,LAMP2,GUF1
2920,LAMP2,IMPDH1
2921,LAMP2,EWSR1
2922,LAMP2,SF3B6
2923,LAMP2,CYP2S1
2924,LAMP2,RBM14
2925,LAMP2,MSTO1
2926,LAMP2,BRF2
2927,LAMP2,DDX21
2928,LAMP2,SNCA
2929,LAMP2,RBBP4
2930,LAMP2,EEF1AKMT3
2931,LAMP2,MTX3
2932,LAMP2,HNRNPU
2933,LAMP2,NCSTN
2934,LAMP2,HSCB
2935,LAMP2,LRRK2
2936,LAMP2,MDM2
2937,LAMP2,CHD1L
2938,LAMP2,CLCN7
2939,LAMP2,PDXDC1
2940,LAMP2,TAZ
2941,LAMP2,RFC1
2942,LAMP2,APLNR
2943,LAMP2,MCM7
2944,LAMP2,TUBA1B
2945,LAMP2,FPGS
2946,LAMP2,FAM118B
2947,LAMP2,STK39
2948,LAMP2,ATP6V1A
2949,LAMP2,HIF1A
2950,LAMP2,CREBBP
2951,LAMP2,OTULIN
2952,LAMP2,ELAVL1
2953,LAMP2,TAMM41
2954,LAMP2,LGALS3
2955,LAMP2,GPD1L
2956,LAMP2,ALDH6A1
2957,LAMP2,IFT27
2958,LAMP2,HP1BP3
2959,LAMP2,NEK6
2960,LAMP2,JAK1
2961,LAMP2,BDH1
2962,LAMP2,APEH
2963,LAMP2,MTG2
2964,LAMP2,TUBG1
2965,LAMP2,PPTC7
2966,LAMP2,RRAGB
2967,LAMP2,PXK
2968,LAMP2,LAMP2
2969,LAMP2,SAFB
2970,LAMP2,RHEB
2971,LAMP2,SUB1
2972,LAMP2,PDS5B
2973,LAMP2,PRPF19
2974,LAMP2,PTPMT1
2975,LAMP2,GNL3L
2976,MYH6,SORT1
2977,MYH6,TMSB4X
2978,MYH6,ITPRIPL2
2979,MYH6,DCAF1
2980,MYH6,FBXO31
2981,MYH6,USP24
2982,MYH6,SMYD2
2983,MYH6,SPTY2D1
2984,MYH6,HIF1A
2985,MYH6,MYBBP1A
2986,MYH6,ACTN2
2987,MYH6,HSPB2
2988,MYH6,MCM2
2989,MYH6,LRRC39
2990,MYH6,NSF
2991,MYH6,ELOC
2992,MYH6,TMEM132A
2993,MYH6,PIGS
2994,MYH6,OPTN
2995,MYH6,MYL7
2996,MYH6,DOCK6
2997,MYH6,TRIP11
2998,MYH6,PPP1CA
2999,MYH6,EDRF1
3000,JUP,MAP1LC3B
3001,JUP,CDH15
3002,JUP,GABARAPL1
3003,JUP,CDK2
3004,JUP,TRMT1
3005,JUP,PTEN
3006,JUP,B4GALT1
3007,JUP,MSN
3008,JUP,PPP2R2B
3009,JUP,BRF2
3010,JUP,CTNNBIP1
3011,JUP,NENF
3012,JUP,PTPN14
3013,JUP,APC
3014,JUP,DSC1
3015,JUP,GANAB
3016,JUP,ATP6V1B2
3017,JUP,COQ2
3018,JUP,ARHGDIA
3019,JUP,RAB8B
3020,JUP,CREBBP
3021,JUP,LIMA1
3022,JUP,C1QBP
3023,JUP,MCM2
3024,JUP,CCDC8
3025,JUP,COPS5
3026,JUP,CDK5RAP3
3027,JUP,C21orf59
3028,JUP,DES
3029,JUP,PKP3
3030,JUP,HSPA4
3031,JUP,GRK5
3032,JUP,GOLT1B
3033,JUP,DSG2
3034,JUP,PAN2
3035,JUP,MAPK7
3036,JUP,PDE3A
3037,JUP,RAB7A
3038,JUP,SAMHD1
3039,JUP,SYNPO
3040,JUP,ILF2
3041,JUP,CUL4B
3042,JUP,CUL2
3043,JUP,CDC73
3044,JUP,DYNLL1
3045,JUP,PDE4DIP
3046,JUP,WWOX
3047,JUP,INSIG2
3048,JUP,TCF4
3049,JUP,DSC2
3050,JUP,FHL2
3051,JUP,DSC3
3052,JUP,CCDC51
3053,JUP,PLEC
3054,JUP,RBM3
3055,JUP,SDHA
3056,JUP,FLNA
3057,JUP,DSP
3058,JUP,PTPRK
3059,JUP,FRMD5
3060,JUP,FER
3061,JUP,CYLD
3062,JUP,DBN1
3063,JUP,PSEN1
3064,JUP,ILF3
3065,JUP,PTPRJ
3066,JUP,ABCE1
3067,JUP,TUBA1A
3068,JUP,PHB2
3069,JUP,UBXN1
3070,JUP,CDH5
3071,JUP,MSH2
3072,JUP,TCF7L2
3073,JUP,CTNNB1
3074,JUP,BIRC2
